Country,Year_Month,New_cases,New_deaths,Cumulative_cases,Cumulative_deaths,Date_reported_x,Country_code_x,WHO_region_x,Date_reported_y,Country_code_y,WHO_region_y,Date_reported,Country_code,WHO_region,Health_Coverage_Index,Median_Age,Urban_Population_Share,Region,Temperature (°C),Relative Humidity (%),Ozone Concentration (ppb),Cases per Million
Algeria,2021-04,3986.0,121.0,120736,3198,2021-04-01,DZ,,2021-04-01,DZ,,2021-04-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,25.81582427292716,50.3524186631,49.64834547178491,3986.0
Algeria,2021-05,7720.0,262.0,128456,3460,2021-05-01,DZ,,2021-05-01,DZ,,2021-05-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,26.71220397949213,50.76453079902,49.32204677296274,7720.0
Algeria,2021-06,9657.0,225.0,138113,3685,2021-06-01,DZ,,2021-06-01,DZ,,2021-06-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,31.351426199580743,59.400972703540006,50.178814388018914,9657.0
Algeria,2021-07,22755.0,357.0,160868,4042,2021-07-01,DZ,,2021-07-01,DZ,,2021-07-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,35.07666409953245,66.4670062526,51.78657201203136,22755.0
Algeria,2021-08,33803.0,1137.0,194671,5179,2021-08-01,DZ,,2021-08-01,DZ,,2021-08-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,32.85877382085559,63.81367340426,52.122575428083096,33803.0
Algeria,2021-09,7903.0,588.0,202574,5767,2021-09-01,DZ,,2021-09-01,DZ,,2021-09-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,22.95416868402711,43.89244488184,49.12563158183495,7903.0
Algeria,2021-10,3784.0,151.0,206358,5918,2021-10-01,DZ,,2021-10-01,DZ,,2021-10-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,22.568556367681225,43.35441551396,47.861748999422886,3784.0
Algeria,2021-11,3622.0,134.0,209980,6052,2021-11-01,DZ,,2021-11-01,DZ,,2021-11-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,29.6883909246894,58.4380590655,48.4947223627346,3622.0
Algeria,2021-12,6396.0,177.0,216376,6229,2021-12-01,DZ,,2021-12-01,DZ,,2021-12-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,33.1823621599861,66.91722557068,48.68192989081589,6396.0
Algeria,2022-01,32934.0,326.0,249310,6555,2022-01-01,DZ,,2022-01-01,DZ,,2022-01-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,35.89963360047065,73.0801404459,49.62849947986889,32934.0
Algeria,2022-02,15468.0,273.0,264778,6828,2022-02-01,DZ,,2022-02-01,DZ,,2022-02-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,27.787596284673413,56.26204591034001,48.68682092850311,15468.0
Algeria,2022-03,843.0,45.0,265621,6873,2022-03-01,DZ,,2022-03-01,DZ,,2022-03-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,32.80876142523255,64.01381900748001,51.30158477983427,843.0
Algeria,2022-04,140.0,1.0,265761,6874,2022-04-01,DZ,,2022-04-01,DZ,,2022-04-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,23.42261350824586,44.89553737154,48.99598035295599,140.0
Algeria,2022-05,112.0,1.0,265873,6875,2022-05-01,DZ,,2022-05-01,DZ,,2022-05-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,21.806769467471696,42.71230931142,47.98275297749631,112.0
Algeria,2022-06,157.0,0.0,266030,6875,2022-06-01,DZ,,2022-06-01,DZ,,2022-06-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,29.741057749544524,56.69134909030001,49.69406393101554,157.0
Algeria,2022-07,1344.0,1.0,267374,6876,2022-07-01,DZ,,2022-07-01,DZ,,2022-07-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,35.21666477503388,68.47077489467999,51.69303140166776,1344.0
Algeria,2022-08,2801.0,2.0,270175,6878,2022-08-01,DZ,,2022-08-01,DZ,,2022-08-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,34.12995096270947,66.25499917072,52.11178412016094,2801.0
Algeria,2022-09,468.0,1.0,270643,6879,2022-09-01,DZ,,2022-09-01,DZ,,2022-09-01,DZ,,68.57142857142857,19.459945945945947,30.44014804157619,North Africa,27.87295763680092,52.305531074559994,50.33023033606338,468.0
